,ctr,tour,cb,ob,study,ect,total,yoy,growth,ratio,date,season
2784,스웨덴,1586,34,6,19,92,1737,1905,-8.8,0.2,2017-06,summer
2785,스위스,959,23,2,8,73,1065,1155,-7.8,0.1,2017-06,summer
2786,이탈리아,2240,52,17,24,1100,3433,5841,-41.2,0.3,2017-06,summer
2787,덴마크,767,22,2,8,161,960,911,5.4,0.1,2017-06,summer
2788,노르웨이,1188,201,2,7,113,1511,1675,-9.8,0.2,2017-06,summer
2789,벨기에,900,13,4,6,174,1097,899,22.0,0.1,2017-06,summer
2790,오스트리아,639,8,4,12,132,795,937,-15.2,0.1,2017-06,summer
2791,스페인,1525,13,8,33,218,1797,1979,-9.2,0.2,2017-06,summer
2792,그리스,425,23,0,2,263,713,966,-26.2,0.1,2017-06,summer
2793,포르투갈,643,8,0,4,112,767,1083,-29.2,0.1,2017-06,summer
2794,핀란드,668,23,0,29,355,1075,1213,-11.4,0.1,2017-06,summer
2795,아일랜드,495,20,0,2,107,624,688,-9.3,0.1,2017-06,summer
2796,우크라이나,732,132,2,3,1360,2229,2950,-24.4,0.2,2017-06,summer
2797,러시아,17362,120,58,59,5871,23470,19911,17.9,2.4,2017-06,summer
2798,크로아티아,262,3,0,4,202,471,761,-38.1,0.0,2017-06,summer
2799,루마니아,355,23,0,3,448,829,1630,-49.1,0.1,2017-06,summer
2800,불가리아,176,1,0,2,269,448,865,-48.2,0.0,2017-06,summer
2801,폴란드,1031,18,0,14,535,1598,1321,21.0,0.2,2017-06,summer
2802,구주 기타,2113,44,19,32,974,3182,3567,-10.8,0.3,2017-06,summer
2804,오스트레일리아,11985,363,24,30,1051,13453,13020,3.3,1.4,2017-06,summer
2805,뉴질랜드,2471,27,9,3,646,3156,2743,15.1,0.3,2017-06,summer
2806,대양주 기타,486,3,3,1,125,618,715,-13.6,0.1,2017-06,summer
2808,남아프리카공화국,369,11,0,6,238,624,1119,-44.2,0.1,2017-06,summer
2809,아프리카 기타,1542,399,56,134,448,2579,3545,-27.2,0.3,2017-06,summer
2811,국적미상,40,3,0,0,20,63,66,-4.5,0.0,2017-06,summer
2813,교포,0,0,0,0,22691,22691,23953,-5.3,2.3,2017-06,summer
2815,일본,163712,1955,118,521,4328,170634,186194,-8.4,16.9,2017-07,summer
2816,대만,83332,68,22,149,1107,84678,81459,4.0,8.4,2017-07,summer
2817,홍콩,55987,32,3,117,866,57005,58674,-2.8,5.7,2017-07,summer
2818,마카오,4976,0,0,12,31,5019,4703,6.7,0.5,2017-07,summer
2819,태국,18590,32,225,91,5693,24631,27271,-9.7,2.4,2017-07,summer
2820,말레이시아,10525,111,5,122,1994,12757,16208,-21.3,1.3,2017-07,summer
2821,필리핀,13922,217,148,105,17951,32343,53411,-39.4,3.2,2017-07,summer
2822,인도네시아,8372,277,94,216,7169,16128,29404,-45.2,1.6,2017-07,summer
2823,싱가포르,8958,73,6,50,1595,10682,11414,-6.4,1.1,2017-07,summer
2824,미얀마,1436,16,101,43,3942,5538,5461,1.4,0.5,2017-07,summer
2825,베트남,23099,643,413,1566,5807,31528,24540,28.5,3.1,2017-07,summer
2826,인도,2651,2452,38,145,4841,10127,20286,-50.1,1.0,2017-07,summer
2827,스리랑카,248,64,10,34,1009,1365,2145,-36.4,0.1,2017-07,summer
2828,파키스탄,348,349,14,126,351,1188,875,35.8,0.1,2017-07,summer
2829,방글라데시,282,159,43,65,646,1195,932,28.2,0.1,2017-07,summer
2830,캄보디아,597,47,84,55,2217,3000,1758,70.6,0.3,2017-07,summer
2831,몽골,6903,71,194,417,716,8301,6808,21.9,0.8,2017-07,summer
2832,중국,207099,3508,143,8545,61968,281263,917519,-69.3,27.9,2017-07,summer
2833,이란,331,255,6,23,239,854,896,-4.7,0.1,2017-07,summer
2834,이스라엘,1018,6,1,5,69,1099,992,10.8,0.1,2017-07,summer
2835,터키,1448,11,65,31,863,2418,2782,-13.1,0.2,2017-07,summer
2836,우즈베키스탄,3521,414,0,226,2789,6950,5772,20.4,0.7,2017-07,summer
2837,카자흐스탄,3075,4,3,132,867,4081,2829,44.3,0.4,2017-07,summer
2838,GCC,3818,42,57,82,105,4104,4203,-2.4,0.4,2017-07,summer
2839,아시아 기타,2224,582,266,158,2504,5734,4530,26.6,0.6,2017-07,summer
2841,미국,63853,378,2897,171,15173,82472,78526,5.0,8.2,2017-07,summer
2842,캐나다,10568,39,43,31,3893,14574,15886,-8.3,1.4,2017-07,summer
2843,멕시코,2053,6,6,72,480,2617,1713,52.8,0.3,2017-07,summer
2844,브라질,1331,9,13,24,363,1740,1578,10.3,0.2,2017-07,summer
2845,미주 기타,2163,22,21,99,762,3067,4158,-26.2,0.3,2017-07,summer
2847,영국,8857,190,27,27,1581,10682,11923,-10.4,1.1,2017-07,summer
2848,독일,7166,213,22,103,1645,9149,9210,-0.7,0.9,2017-07,summer
2849,프랑스,7160,308,25,170,1034,8697,8424,3.2,0.9,2017-07,summer
2850,네덜란드,2626,40,7,42,599,3314,3495,-5.2,0.3,2017-07,summer
2851,스웨덴,1298,34,10,6,98,1446,1548,-6.6,0.1,2017-07,summer
2852,스위스,1312,21,2,22,102,1459,1538,-5.1,0.1,2017-07,summer
2853,이탈리아,2708,58,9,25,1247,4047,6229,-35.0,0.4,2017-07,summer
2854,덴마크,852,23,8,14,167,1064,1096,-2.9,0.1,2017-07,summer
2855,노르웨이,1093,216,4,7,86,1406,1347,4.4,0.1,2017-07,summer
2856,벨기에,837,13,2,6,166,1024,1095,-6.5,0.1,2017-07,summer
2857,오스트리아,846,8,2,12,172,1040,1074,-3.2,0.1,2017-07,summer
2858,스페인,1874,23,10,26,279,2212,2247,-1.6,0.2,2017-07,summer
2859,그리스,447,31,2,0,223,703,910,-22.7,0.1,2017-07,summer
2860,포르투갈,847,8,0,2,136,993,1258,-21.1,0.1,2017-07,summer
2861,핀란드,407,20,2,18,351,798,874,-8.7,0.1,2017-07,summer
2862,아일랜드,521,15,4,2,111,653,649,0.6,0.1,2017-07,summer
2863,우크라이나,640,77,2,18,1506,2243,2778,-19.3,0.2,2017-07,summer
2864,러시아,16593,175,16,59,6053,22896,19559,17.1,2.3,2017-07,summer
2865,크로아티아,165,5,0,1,179,350,902,-61.2,0.0,2017-07,summer
2866,루마니아,390,13,4,6,559,972,1748,-44.4,0.1,2017-07,summer
2867,불가리아,233,3,0,2,361,599,956,-37.3,0.1,2017-07,summer
2868,폴란드,1254,28,0,14,596,1892,1334,41.8,0.2,2017-07,summer
2869,구주 기타,1910,33,7,54,1018,3022,3887,-22.3,0.3,2017-07,summer
2871,오스트레일리아,10694,174,21,31,1316,12236,15117,-19.1,1.2,2017-07,summer
2872,뉴질랜드,2339,19,5,1,605,2969,3147,-5.7,0.3,2017-07,summer
2873,대양주 기타,349,3,7,1,96,456,657,-30.6,0.0,2017-07,summer
2875,남아프리카공화국,534,7,0,3,299,843,1377,-38.8,0.1,2017-07,summer
2876,아프리카 기타,1958,544,97,173,573,3345,4210,-20.5,0.3,2017-07,summer
2878,국적미상,39,1,0,0,13,53,62,-14.5,0.0,2017-07,summer
2880,교포,0,0,0,0,21016,21016,21917,-4.1,2.1,2017-07,summer
2882,일본,216683,2261,198,2189,5404,226735,225456,0.6,20.5,2017-08,summer
2883,대만,79663,68,12,1005,1119,81867,79481,3.0,7.4,2017-08,summer
2884,홍콩,57902,32,4,417,904,59259,56507,4.9,5.4,2017-08,summer
2885,마카오,6662,0,0,51,38,6751,5501,22.7,0.6,2017-08,summer
2886,태국,17064,45,227,351,5810,23497,20858,12.7,2.1,2017-08,summer
2887,말레이시아,12604,127,5,721,2254,15711,13860,13.4,1.4,2017-08,summer
2888,필리핀,12469,218,135,304,17894,31020,50134,-38.1,2.8,2017-08,summer
2889,인도네시아,6709,193,96,654,6305,13957,25139,-44.5,1.3,2017-08,summer
2890,싱가포르,8487,76,4,590,1607,10764,10927,-1.5,1.0,2017-08,summer
2891,미얀마,1353,6,52,188,3901,5500,5558,-1.0,0.5,2017-08,summer
2892,베트남,18689,679,279,2305,5620,27572,20660,33.5,2.5,2017-08,summer
2893,인도,2597,2445,112,291,4500,9945,20053,-50.4,0.9,2017-08,summer
2894,스리랑카,354,61,22,71,1050,1558,1566,-0.5,0.1,2017-08,summer
2895,파키스탄,282,281,51,252,290,1156,1256,-8.0,0.1,2017-08,summer
2896,방글라데시,271,124,28,185,694,1302,1292,0.8,0.1,2017-08,summer
2897,캄보디아,511,27,62,131,1230,1961,1717,14.2,0.2,2017-08,summer
2898,몽골,4887,112,207,1185,1035,7426,6963,6.6,0.7,2017-08,summer
2899,중국,226153,3566,230,40388,69051,339388,873771,-61.2,30.8,2017-08,summer
2900,이란,408,288,13,80,229,1018,936,8.8,0.1,2017-08,summer
2901,이스라엘,882,5,0,18,47,952,993,-4.1,0.1,2017-08,summer
2902,터키,1713,21,78,190,887,2889,2245,28.7,0.3,2017-08,summer
2903,우즈베키스탄,3016,345,5,1042,2691,7099,6347,11.8,0.6,2017-08,summer
2904,카자흐스탄,2334,13,0,531,903,3781,3206,17.9,0.3,2017-08,summer
2905,GCC,3510,32,22,263,163,3990,3755,6.3,0.4,2017-08,summer
2906,아시아 기타,1882,504,190,545,1782,4903,4828,1.6,0.4,2017-08,summer
2908,미국,49516,384,2632,1259,17705,71496,69434,3.0,6.5,2017-08,summer
2909,캐나다,9734,48,16,203,4898,14899,15499,-3.9,1.4,2017-08,summer
2910,멕시코,1253,4,10,194,706,2167,1346,61.0,0.2,2017-08,summer
2911,브라질,1019,10,12,86,353,1480,1531,-3.3,0.1,2017-08,summer
2912,미주 기타,1831,13,20,293,720,2877,4352,-33.9,0.3,2017-08,summer
2914,영국,8101,194,16,184,2301,10796,12756,-15.4,1.0,2017-08,summer
2915,독일,6919,215,27,808,1692,9661,9951,-2.9,0.9,2017-08,summer
2916,프랑스,6581,336,72,1173,1237,9399,9624,-2.3,0.9,2017-08,summer
2917,네덜란드,2165,38,11,345,555,3114,3444,-9.6,0.3,2017-08,summer
2918,스웨덴,958,44,3,200,131,1336,1396,-4.3,0.1,2017-08,summer
2919,스위스,1099,25,1,74,89,1288,1313,-1.9,0.1,2017-08,summer
2920,이탈리아,2389,62,22,173,1121,3767,6523,-42.3,0.3,2017-08,summer
2921,덴마크,628,13,5,136,135,917,942,-2.7,0.1,2017-08,summer
2922,노르웨이,583,224,0,86,123,1016,1435,-29.2,0.1,2017-08,summer
2923,벨기에,741,15,6,79,173,1014,987,2.7,0.1,2017-08,summer
2924,오스트리아,762,8,2,69,165,1006,1025,-1.9,0.1,2017-08,summer
2925,스페인,1972,18,13,215,302,2520,2788,-9.6,0.2,2017-08,summer
2926,그리스,365,43,5,4,258,675,959,-29.6,0.1,2017-08,summer
2927,포르투갈,834,7,0,32,111,984,1281,-23.2,0.1,2017-08,summer
2928,핀란드,440,22,1,142,343,948,1017,-6.8,0.1,2017-08,summer
2929,아일랜드,439,14,2,13,240,708,736,-3.8,0.1,2017-08,summer
2930,우크라이나,551,69,1,48,1260,1929,3005,-35.8,0.2,2017-08,summer
2931,러시아,14096,124,50,540,6507,21317,18881,12.9,1.9,2017-08,summer
2932,크로아티아,200,12,1,9,261,483,970,-50.2,0.0,2017-08,summer
2933,루마니아,387,18,0,24,590,1019,1760,-42.1,0.1,2017-08,summer
2934,불가리아,242,3,0,28,378,651,943,-31.0,0.1,2017-08,summer
2935,폴란드,1185,25,1,74,741,2026,1373,47.6,0.2,2017-08,summer
2936,구주 기타,1876,58,8,274,1077,3293,3909,-15.8,0.3,2017-08,summer
2938,오스트레일리아,8858,99,32,99,1274,10362,9732,6.5,0.9,2017-08,summer
2939,뉴질랜드,1747,11,18,12,620,2408,2407,0.0,0.2,2017-08,summer
2940,대양주 기타,374,0,7,16,103,500,691,-27.6,0.0,2017-08,summer
2942,남아프리카공화국,447,13,0,9,697,1166,1638,-28.8,0.1,2017-08,summer
2943,아프리카 기타,1821,431,164,826,557,3799,4775,-20.4,0.3,2017-08,summer
2945,국적미상,28,0,0,2,16,46,52,-11.5,0.0,2017-08,summer
2947,교포,0,0,0,0,22438,22438,22819,-1.7,2.0,2017-08,summer
2949,일본,213446,1535,220,675,4092,219968,208759,5.4,20.4,2017-09,fall
2950,대만,72932,66,8,196,1177,74379,73846,0.7,6.9,2017-09,fall
2951,홍콩,43930,41,5,169,878,45023,42212,6.7,4.2,2017-09,fall
2952,마카오,2697,1,0,21,33,2752,2847,-3.3,0.3,2017-09,fall
2953,태국,24700,34,287,100,5530,30651,27380,11.9,2.8,2017-09,fall
2954,말레이시아,18430,70,3,196,2070,20769,28962,-28.3,1.9,2017-09,fall
2955,필리핀,16038,206,226,86,17216,33772,53644,-37.0,3.1,2017-09,fall
2956,인도네시아,10807,354,61,174,5241,16637,25056,-33.6,1.5,2017-09,fall
2957,싱가포르,13486,82,6,30,1474,15078,17682,-14.7,1.4,2017-09,fall
2958,미얀마,1522,13,154,59,4266,6014,5735,4.9,0.6,2017-09,fall
2959,베트남,19674,902,500,3002,4722,28800,23921,20.4,2.7,2017-09,fall
2960,인도,2970,2797,99,214,3691,9771,21109,-53.7,0.9,2017-09,fall
2961,스리랑카,446,74,12,29,1348,1909,1786,6.9,0.2,2017-09,fall
2962,파키스탄,324,280,50,147,377,1178,996,18.3,0.1,2017-09,fall
2963,방글라데시,333,149,153,104,720,1459,1155,26.3,0.1,2017-09,fall
2964,캄보디아,917,46,128,37,964,2092,2512,-16.7,0.2,2017-09,fall
2965,몽골,6607,114,310,1421,902,9354,6526,43.3,0.9,2017-09,fall
2966,중국,229172,3600,286,15852,69772,318682,726266,-56.1,29.5,2017-09,fall
2967,이란,462,236,29,54,202,983,958,2.6,0.1,2017-09,fall
2968,이스라엘,1234,7,0,9,39,1289,1287,0.2,0.1,2017-09,fall
2969,터키,1577,13,68,40,938,2636,2602,1.3,0.2,2017-09,fall
2970,우즈베키스탄,3193,336,1,680,3143,7353,5987,22.8,0.7,2017-09,fall
2971,카자흐스탄,2429,3,4,116,1122,3674,2568,43.1,0.3,2017-09,fall
2972,GCC,2018,35,41,149,56,2299,2521,-8.8,0.2,2017-09,fall
2973,아시아 기타,2271,420,338,202,1843,5074,4912,3.3,0.5,2017-09,fall
2975,미국,54948,325,1938,128,13594,70933,75736,-6.3,6.6,2017-09,fall
2976,캐나다,10158,28,18,21,3626,13851,16147,-14.2,1.3,2017-09,fall
2977,멕시코,1546,11,3,20,482,2062,1407,46.6,0.2,2017-09,fall
2978,브라질,1236,14,3,15,292,1560,1736,-10.1,0.1,2017-09,fall
2979,미주 기타,2247,21,20,57,631,2976,4650,-36.0,0.3,2017-09,fall
2981,영국,8659,158,12,12,1330,10171,11922,-14.7,0.9,2017-09,fall
2982,독일,8447,195,19,66,1699,10426,10234,1.9,1.0,2017-09,fall
2983,프랑스,6219,284,24,67,1048,7642,7533,1.4,0.7,2017-09,fall
2984,네덜란드,2260,28,9,21,582,2900,2926,-0.9,0.3,2017-09,fall
2985,스웨덴,1435,30,3,26,95,1589,1448,9.7,0.1,2017-09,fall
2986,스위스,1266,27,2,7,91,1393,1264,10.2,0.1,2017-09,fall
2987,이탈리아,2389,52,25,10,831,3307,6489,-49.0,0.3,2017-09,fall
2988,덴마크,942,23,3,5,117,1090,935,16.6,0.1,2017-09,fall
2989,노르웨이,842,162,5,11,72,1092,1444,-24.4,0.1,2017-09,fall
2990,벨기에,930,19,5,11,165,1130,1069,5.7,0.1,2017-09,fall
2991,오스트리아,865,6,5,6,152,1034,1001,3.3,0.1,2017-09,fall
2992,스페인,1831,21,3,30,270,2155,2136,0.9,0.2,2017-09,fall
2993,그리스,474,32,1,0,318,825,861,-4.2,0.1,2017-09,fall
2994,포르투갈,700,4,0,3,128,835,990,-15.7,0.1,2017-09,fall
2995,핀란드,712,13,3,5,327,1060,1037,2.2,0.1,2017-09,fall
2996,아일랜드,578,15,3,0,96,692,729,-5.1,0.1,2017-09,fall
2997,우크라이나,686,77,2,16,1225,2006,2898,-30.8,0.2,2017-09,fall
2998,러시아,15449,140,34,114,7319,23056,19389,18.9,2.1,2017-09,fall
2999,크로아티아,342,3,0,1,240,586,1039,-43.6,0.1,2017-09,fall
3000,루마니아,578,10,7,8,560,1163,1784,-34.8,0.1,2017-09,fall
3001,불가리아,301,2,2,13,312,630,977,-35.5,0.1,2017-09,fall
3002,폴란드,1252,22,1,16,626,1917,1554,23.4,0.2,2017-09,fall
3003,구주 기타,2568,57,29,44,1088,3786,4356,-13.1,0.4,2017-09,fall
3005,오스트레일리아,11728,84,25,6,1136,12979,14784,-12.2,1.2,2017-09,fall
3006,뉴질랜드,2327,16,9,1,522,2875,3062,-6.1,0.3,2017-09,fall
3007,대양주 기타,450,2,12,2,93,559,682,-18.0,0.1,2017-09,fall
3009,남아프리카공화국,761,9,1,3,207,981,1413,-30.6,0.1,2017-09,fall
3010,아프리카 기타,2640,601,152,277,592,4262,4124,3.3,0.4,2017-09,fall
3012,국적미상,34,3,0,3,22,62,65,-4.6,0.0,2017-09,fall
3014,교포,0,0,0,0,23472,23472,24878,-5.7,2.2,2017-09,fall
3016,일본,171182,2613,229,612,5025,179661,227149,-20.9,15.4,2017-10,fall
3017,대만,79902,101,17,223,1382,81625,74516,9.5,7.0,2017-10,fall
3018,홍콩,53599,49,4,154,1156,54962,62946,-12.7,4.7,2017-10,fall
3019,마카오,3645,2,0,17,32,3696,4653,-20.6,0.3,2017-10,fall
3020,태국,43664,42,178,82,6113,50079,50843,-1.5,4.3,2017-10,fall
3021,말레이시아,30203,101,2,94,1956,32356,36243,-10.7,2.8,2017-10,fall
3022,필리핀,25326,243,206,86,17728,43589,56021,-22.2,3.7,2017-10,fall
3023,인도네시아,13035,283,169,137,6357,19981,29294,-31.8,1.7,2017-10,fall
3024,싱가포르,17253,108,6,64,1623,19054,22933,-16.9,1.6,2017-10,fall
3025,미얀마,1395,11,108,32,4044,5590,5916,-5.5,0.5,2017-10,fall
3026,베트남,29146,1059,507,1720,6040,38472,28558,34.7,3.3,2017-10,fall
3027,인도,2984,2569,74,121,4275,10023,18281,-45.2,0.9,2017-10,fall
3028,스리랑카,397,60,9,15,1104,1585,1324,19.7,0.1,2017-10,fall
3029,파키스탄,357,405,50,84,421,1317,1248,5.5,0.1,2017-10,fall
3030,방글라데시,323,194,73,52,973,1615,1281,26.1,0.1,2017-10,fall
3031,캄보디아,788,42,130,20,2092,3072,2279,34.8,0.3,2017-10,fall
3032,몽골,8541,134,295,356,968,10294,6743,52.7,0.9,2017-10,fall
3033,중국,244541,3615,259,17634,79335,345384,680918,-49.3,29.6,2017-10,fall
3034,이란,243,358,15,21,266,903,896,0.8,0.1,2017-10,fall
3035,이스라엘,1680,8,0,10,79,1777,1878,-5.4,0.2,2017-10,fall
3036,터키,1433,9,63,9,970,2484,2378,4.5,0.2,2017-10,fall
3037,우즈베키스탄,3050,398,2,149,3503,7102,5671,25.2,0.6,2017-10,fall
3038,카자흐스탄,3115,8,10,29,1214,4376,2957,48.0,0.4,2017-10,fall
3039,GCC,1946,55,39,106,100,2246,1787,25.7,0.2,2017-10,fall
3040,아시아 기타,2579,567,304,150,2171,5771,4401,31.1,0.5,2017-10,fall
3042,미국,60233,446,1933,169,17219,80000,82885,-3.5,6.9,2017-10,fall
3043,캐나다,12450,34,19,54,4840,17397,18634,-6.6,1.5,2017-10,fall
3044,멕시코,1536,7,3,34,521,2101,1516,38.6,0.2,2017-10,fall
3045,브라질,1322,15,17,9,328,1691,1747,-3.2,0.1,2017-10,fall
3046,미주 기타,2494,42,33,58,772,3399,4625,-26.5,0.3,2017-10,fall
3048,영국,9618,211,21,24,1748,11622,13191,-11.9,1.0,2017-10,fall
3049,독일,9098,249,30,215,1616,11208,12225,-8.3,1.0,2017-10,fall
3050,프랑스,7330,320,29,223,1136,9038,9858,-8.3,0.8,2017-10,fall
3051,네덜란드,2268,39,15,77,639,3038,3451,-12.0,0.3,2017-10,fall
3052,스웨덴,1643,30,11,55,105,1844,2000,-7.8,0.2,2017-10,fall
3053,스위스,1573,31,0,18,106,1728,1728,0.0,0.1,2017-10,fall
3054,이탈리아,2815,77,28,34,752,3706,6345,-41.6,0.3,2017-10,fall
3055,덴마크,1073,19,8,45,184,1329,1415,-6.1,0.1,2017-10,fall
